證券代碼,公司中文全稱,年,月,報酬率％_月
006208 富邦台50,,2014,9,-5.4321
0050 元大台灣50,,2014,10,2.4585
0051 元大中型100,,2014,10,-2.7181
0052 富邦科技,,2014,10,2.7021
0053 元大電子,,2014,10,0.7065
0055 元大MSCI金融,,2014,10,2.2788
0056 元大高股息,,2014,10,-0.4886
0057 富邦摩台,,2014,10,2.0146
0061 元大寶滬深,,2014,10,1.6082
006203 元大MSCI台灣,,2014,10,1.8248
006204 永豐臺灣加權,,2014,10,-0.5857
006205 富邦上証,,2014,10,2.0417
006206 元大上證50,,2014,10,2.2012
006207 復華滬深,,2014,10,2.1567
006208 富邦台50,,2014,10,1.6653
00631L 元大台灣50正2,,2014,10,0
00632R 元大台灣50反1,,2014,10,0
0050 元大台灣50,,2014,11,3.3693
0051 元大中型100,,2014,11,2.2084
0052 富邦科技,,2014,11,6.861
0053 元大電子,,2014,11,4.0627
0055 元大MSCI金融,,2014,11,0.1948
0056 元大高股息,,2014,11,0.1706
0057 富邦摩台,,2014,11,3.225
0061 元大寶滬深,,2014,11,4.1008
006203 元大MSCI台灣,,2014,11,3.4062
006204 永豐臺灣加權,,2014,11,2.9889
006205 富邦上証,,2014,11,11.3074
006206 元大上證50,,2014,11,13.9486
006207 復華滬深,,2014,11,11.0045
006208 富邦台50,,2014,11,4.0527
00631L 元大台灣50正2,,2014,11,5.9406
00632R 元大台灣50反1,,2014,11,-2.0758
00633L 富邦上証正2,,2014,11,11.9835
00634R 富邦上証反1,,2014,11,-6.0861
0050 元大台灣50,,2014,12,-0.9631
0051 元大中型100,,2014,12,4.2243
0052 富邦科技,,2014,12,1.2551
0053 元大電子,,2014,12,0.5217
0055 元大MSCI金融,,2014,12,-1.8804
0056 元大高股息,,2014,12,2.9399
0057 富邦摩台,,2014,12,-0.3148
0061 元大寶滬深,,2014,12,16.6548
006203 元大MSCI台灣,,2014,12,-0.0933
006204 永豐臺灣加權,,2014,12,0.5237
006205 富邦上証,,2014,12,32.4415
006206 元大上證50,,2014,12,39.9638
006207 復華滬深,,2014,12,30.0863
006208 富邦台50,,2014,12,-0.8421
00631L 元大台灣50正2,,2014,12,0.6075
00632R 元大台灣50反1,,2014,12,-1.4995
00633L 富邦上証正2,,2014,12,81.2218
00634R 富邦上証反1,,2014,12,-27.3742
0050 元大台灣50,,2015,1,1.7203
0051 元大中型100,,2015,1,-0.0996
0052 富邦科技,,2015,1,1.7162
0053 元大電子,,2015,1,2.3183
0055 元大MSCI金融,,2015,1,-0.5476
0056 元大高股息,,2015,1,2.0281
0057 富邦摩台,,2015,1,1.1176
0061 元大寶滬深,,2015,1,0.5924
006203 元大MSCI台灣,,2015,1,1.8997
006204 永豐臺灣加權,,2015,1,1.5629
006205 富邦上証,,2015,1,-3.8194
006206 元大上證50,,2015,1,-7.6526
006207 復華滬深,,2015,1,-3.2345
006208 富邦台50,,2015,1,2.4682
00631L 元大台灣50正2,,2015,1,2.1832
00632R 元大台灣50反1,,2015,1,-1.2072
00633L 富邦上証正2,,2015,1,-17.1268
00634R 富邦上証反1,,2015,1,3.3845
0050 元大台灣50,,2015,2,3.3824
0051 元大中型100,,2015,2,1.5961
0052 富邦科技,,2015,2,3.281
0053 元大電子,,2015,2,2.5027
0055 元大MSCI金融,,2015,2,3.3035
0056 元大高股息,,2015,2,1.9879
0057 富邦摩台,,2015,2,2.9314
0061 元大寶滬深,,2015,2,3.357
006203 元大MSCI台灣,,2015,2,2.72
006204 永豐臺灣加權,,2015,2,2.6073
006205 富邦上証,,2015,2,3.0521
006206 元大上證50,,2015,2,2.5071
006207 復華滬深,,2015,2,3.8004
006208 富邦台50,,2015,2,3.108
00631L 元大台灣50正2,,2015,2,5.4545
00632R 元大台灣50反1,,2015,2,-2.5505
00633L 富邦上証正2,,2015,2,4.3953
00634R 富邦上証反1,,2015,2,-2.9762
0050 元大台灣50,,2015,3,-1.7783
0051 元大中型100,,2015,3,-0.4912
0052 富邦科技,,2015,3,-4.6744
0053 元大電子,,2015,3,-1.8805
0055 元大MSCI金融,,2015,3,0.5993
0056 元大高股息,,2015,3,-1.1534
0057 富邦摩台,,2015,3,-1.3069
0061 元大寶滬深,,2015,3,13.1625
006203 元大MSCI台灣,,2015,3,-2.172
006204 永豐臺灣加權,,2015,3,-1.0621
006205 富邦上証,,2015,3,12.4205
006206 元大上證50,,2015,3,10.4618
006207 復華滬深,,2015,3,13.4982
006208 富邦台50,,2015,3,-2.1603
00631L 元大台灣50正2,,2015,3,-2.2416
00632R 元大台灣50反1,,2015,3,0.7632
00633L 富邦上証正2,,2015,3,22.4635
00634R 富邦上証反1,,2015,3,-11.503
0050 元大台灣50,,2015,4,3.4756
0051 元大中型100,,2015,4,1.4471
0052 富邦科技,,2015,4,0.6901
0053 元大電子,,2015,4,-0.1009
0055 元大MSCI金融,,2015,4,12.1192
0056 元大高股息,,2015,4,0.7647
0057 富邦摩台,,2015,4,2.4599
0061 元大寶滬深,,2015,4,11.1281
006203 元大MSCI台灣,,2015,4,3.3757
006204 永豐臺灣加權,,2015,4,3.4316
006205 富邦上証,,2015,4,12.9181
006206 元大上證50,,2015,4,11.931
006207 復華滬深,,2015,4,12.4757
006208 富邦台50,,2015,4,3.8768
00631L 元大台灣50正2,,2015,4,6.2612
00632R 元大台灣50反1,,2015,4,-3.2467
00633L 富邦上証正2,,2015,4,33.1412
00634R 富邦上証反1,,2015,4,-17.2444
00635U 期元大S&P黃金,,2015,4,0.7056
00636 國泰中國A50,,2015,4,11
0050 元大台灣50,,2015,5,-0.49
0051 元大中型100,,2015,5,-3.5018
0052 富邦科技,,2015,5,-0.0712
0053 元大電子,,2015,5,0.976
0055 元大MSCI金融,,2015,5,-2.5989
0056 元大高股息,,2015,5,-1.2781
0057 富邦摩台,,2015,5,0.277
0061 元大寶滬深,,2015,5,5.7998
006203 元大MSCI台灣,,2015,5,-0.4709
006204 永豐臺灣加權,,2015,5,-1.3231
006205 富邦上証,,2015,5,1.4803
006206 元大上證50,,2015,5,-4.1209
006207 復華滬深,,2015,5,3.4211
006208 富邦台50,,2015,5,-0.7415
00631L 元大台灣50正2,,2015,5,-3.0705
00632R 元大台灣50反1,,2015,5,1.5659
00633L 富邦上証正2,,2015,5,-8.9817
00634R 富邦上証反1,,2015,5,3.6651
00635U 期元大S&P黃金,,2015,5,-1.3012
00636 國泰中國A50,,2015,5,-4.2795
00637L 元大滬深300 正2,,2015,5,2.3166
00638R 元大滬深300 反1,,2015,5,-4.4434
0050 元大台灣50,,2015,6,-2.391
0051 元大中型100,,2015,6,-3.9986
0052 富邦科技,,2015,6,-4.2348
0053 元大電子,,2015,6,-1.6668
0055 元大MSCI金融,,2015,6,-2.2438
0056 元大高股息,,2015,6,-4.126
0057 富邦摩台,,2015,6,-4.5118
0061 元大寶滬深,,2015,6,-8.1798
006203 元大MSCI台灣,,2015,6,-2.2763
006204 永豐臺灣加權,,2015,6,-3.5892
006205 富邦上証,,2015,6,-8.1086
006206 元大上證50,,2015,6,-6.2178
006207 復華滬深,,2015,6,-7.3841
006208 富邦台50,,2015,6,-3.3117
00631L 元大台灣50正2,,2015,6,-6.6352
00632R 元大台灣50反1,,2015,6,3.9096
00633L 富邦上証正2,,2015,6,-14.0088
00634R 富邦上証反1,,2015,6,5.5556
00635U 期元大S&P黃金,,2015,6,-0.9637
00636 國泰中國A50,,2015,6,-5.8824
00637L 元大滬深300 正2,,2015,6,-17.6884
00638R 元大滬深300 反1,,2015,6,5.5381
00639 富邦深100,,2015,6,-15.6132
0050 元大台灣50,,2015,7,-4.6829
0051 元大中型100,,2015,7,-9.0654
0052 富邦科技,,2015,7,-7.0651
0053 元大電子,,2015,7,-9.5931
0055 元大MSCI金融,,2015,7,-3.1639
0056 元大高股息,,2015,7,-7.3839
0057 富邦摩台,,2015,7,-4.5808
0061 元大寶滬深,,2015,7,-11.9869
006203 元大MSCI台灣,,2015,7,-4.7793
006204 永豐臺灣加權,,2015,7,-5.4985
006205 富邦上証,,2015,7,-10.6806
006206 元大上證50,,2015,7,-9.3799
006207 復華滬深,,2015,7,-10.9306
006208 富邦台50,,2015,7,-3.4252
00631L 元大台灣50正2,,2015,7,-10.2705
00632R 元大台灣50反1,,2015,7,5.3524
00633L 富邦上証正2,,2015,7,-27.4591
00634R 富邦上証反1,,2015,7,6.6028
00635U 期元大S&P黃金,,2015,7,-8.039
00636 國泰中國A50,,2015,7,-9.3001
00637L 元大滬深300 正2,,2015,7,-26.7622
00638R 元大滬深300 反1,,2015,7,2.5248
00639 富邦深100,,2015,7,-11.3856
0050 元大台灣50,,2015,8,-5.8201
0051 元大中型100,,2015,8,-7.0822
0052 富邦科技,,2015,8,-8.7453
0053 元大電子,,2015,8,-7.3117
0055 元大MSCI金融,,2015,8,-9.0329
0056 元大高股息,,2015,8,-5.33
0057 富邦摩台,,2015,8,-5.7351
0061 元大寶滬深,,2015,8,-14.1496
006203 元大MSCI台灣,,2015,8,-4.7968
006204 永豐臺灣加權,,2015,8,-4.2336
006205 富邦上証,,2015,8,-13.5541
006206 元大上證50,,2015,8,-12.6769
006207 復華滬深,,2015,8,-14.6213
006208 富邦台50,,2015,8,-6.8532
00631L 元大台灣50正2,,2015,8,-13.2346
00632R 元大台灣50反1,,2015,8,7.7463
00633L 富邦上証正2,,2015,8,-24.2372
00634R 富邦上証反1,,2015,8,10.682
00635U 期元大S&P黃金,,2015,8,5.1783
00636 國泰中國A50,,2015,8,-12.624
00637L 元大滬深300 正2,,2015,8,-23.0046
00638R 元大滬深300 反1,,2015,8,9.947
00639 富邦深100,,2015,8,-18.8503
0050 元大台灣50,,2015,9,0.1605
0051 元大中型100,,2015,9,3.8938
0052 富邦科技,,2015,9,2.9711
0053 元大電子,,2015,9,4.1263
0055 元大MSCI金融,,2015,9,-2.1126
0056 元大高股息,,2015,9,1.2513
0057 富邦摩台,,2015,9,-0.3484
0061 元大寶滬深,,2015,9,0.0001
006203 元大MSCI台灣,,2015,9,-1.6349
006204 永豐臺灣加權,,2015,9,-0.2837
006205 富邦上証,,2015,9,2.265
006206 元大上證50,,2015,9,5.0964
006207 復華滬深,,2015,9,1.8027
006208 富邦台50,,2015,9,0.773
00631L 元大台灣50正2,,2015,9,4.0638
00632R 元大台灣50反1,,2015,9,-4.3885
00633L 富邦上証正2,,2015,9,4.9589
00634R 富邦上証反1,,2015,9,-2.1088
00635U 期元大S&P黃金,,2015,9,0.2646
00636 國泰中國A50,,2015,9,1.8927
00637L 元大滬深300 正2,,2015,9,5.2843
00638R 元大滬深300 反1,,2015,9,-1.7128
00639 富邦深100,,2015,9,2.7081
00640L 富邦日本正2,,2015,9,-7.7868
00641R 富邦日本反1,,2015,9,3.6525
00642U 期元大S&P石油,,2015,9,-2.078
0050 元大台灣50,,2015,10,4.4203
0051 元大中型100,,2015,10,4.8643
0052 富邦科技,,2015,10,5.5164
0053 元大電子,,2015,10,4.9727
0055 元大MSCI金融,,2015,10,4.7481
0056 元大高股息,,2015,10,7.641
0057 富邦摩台,,2015,10,5.3524
0061 元大寶滬深,,2015,10,8.7037
006203 元大MSCI台灣,,2015,10,4.1383
006204 永豐臺灣加權,,2015,10,5.0056
006205 富邦上証,,2015,10,7.8705
006206 元大上證50,,2015,10,6.5394
006207 復華滬深,,2015,10,9.1799
006208 富邦台50,,2015,10,5.0359
00631L 元大台灣50正2,,2015,10,10.1303
00632R 元大台灣50反1,,2015,10,-5.3713
00633L 富邦上証正2,,2015,10,16.021
00634R 富邦上証反1,,2015,10,-9.1135
00635U 期元大S&P黃金,,2015,10,1.2669
00636 國泰中國A50,,2015,10,7.1207
00637L 元大滬深300 正2,,2015,10,15.444
00638R 元大滬深300 反1,,2015,10,-9.428
00639 富邦深100,,2015,10,12.8806
00640L 富邦日本正2,,2015,10,21.1666
00641R 富邦日本反1,,2015,10,-9.7143
00642U 期元大S&P石油,,2015,10,1.3976
0050 元大台灣50,,2015,11,-3.1646
0051 元大中型100,,2015,11,-2.3939
0052 富邦科技,,2015,11,-1.2332
0053 元大電子,,2015,11,-2.3649
0055 元大MSCI金融,,2015,11,-3.8379
0056 元大高股息,,2015,11,-2.0774
0057 富邦摩台,,2015,11,-4.1359
0061 元大寶滬深,,2015,11,-1.1358
006203 元大MSCI台灣,,2015,11,-3.3858
006204 永豐臺灣加權,,2015,11,-3.7185
006205 富邦上証,,2015,11,-2.3058
006206 元大上證50,,2015,11,-1.7931
006207 復華滬深,,2015,11,-2.2621
006208 富邦台50,,2015,11,-4.0409
00631L 元大台灣50正2,,2015,11,-7.04
00632R 元大台灣50反1,,2015,11,2.9411
00633L 富邦上証正2,,2015,11,-2.7252
00634R 富邦上証反1,,2015,11,-0.0912
00635U 期元大S&P黃金,,2015,11,-7.7687
00636 國泰中國A50,,2015,11,-0.2891
00637L 元大滬深300 正2,,2015,11,-2.7592
00638R 元大滬深300 反1,,2015,11,-0.0001
00639 富邦深100,,2015,11,-1.7969
00640L 富邦日本正2,,2015,11,1.9255
00641R 富邦日本反1,,2015,11,-1.3186
00642U 期元大S&P石油,,2015,11,-3.5736
00645 富邦日本,,2015,11,0.4481
0050 元大台灣50,,2015,12,-0.7353
0051 元大中型100,,2015,12,-0.2015
0052 富邦科技,,2015,12,3.1491
0053 元大電子,,2015,12,1.9607
0055 元大MSCI金融,,2015,12,-3.9823
0056 元大高股息,,2015,12,3.0177
0057 富邦摩台,,2015,12,-0.5859
0061 元大寶滬深,,2015,12,4.9396
006203 元大MSCI台灣,,2015,12,-0.035
006204 永豐臺灣加權,,2015,12,0.0242
006205 富邦上証,,2015,12,3.4919
006206 元大上證50,,2015,12,3.5115
006207 復華滬深,,2015,12,5.7208
006208 富邦台50,,2015,12,0.029
00631L 元大台灣50正2,,2015,12,-0.6635
00632R 元大台灣50反1,,2015,12,-0.2008
00633L 富邦上証正2,,2015,12,11.5833
00634R 富邦上証反1,,2015,12,-6.8432
00635U 期元大S&P黃金,,2015,12,0.4523
00636 國泰中國A50,,2015,12,5.0434
00637L 元大滬深300 正2,,2015,12,12.5536
00638R 元大滬深300 反1,,2015,12,-6.2162
00639 富邦深100,,2015,12,10.2472
00640L 富邦日本正2,,2015,12,-5.6229
00641R 富邦日本反1,,2015,12,2.2982
00642U 期元大S&P石油,,2015,12,-13.0229
00643 群益深証中小,,2015,12,1.728
00645 富邦日本,,2015,12,-2.1814
00646 元大S&P500,,2015,12,2.2947
00647L 元大S&P500正2,,2015,12,4.4513
00648R 元大S&P500反1,,2015,12,-2.2134
0050 元大台灣50,,2016,1,-1.9754
0051 元大中型100,,2016,1,-2.3416
0052 富邦科技,,2016,1,-1.6842
0053 元大電子,,2016,1,-1.7308
0055 元大MSCI金融,,2016,1,-6.5287
0056 元大高股息,,2016,1,-1.3728
0057 富邦摩台,,2016,1,-1.3394
0061 元大寶滬深,,2016,1,-16.0372
006203 元大MSCI台灣,,2016,1,-3.4533
006204 永豐臺灣加權,,2016,1,-3.2781
006205 富邦上証,,2016,1,-17.3071
006206 元大上證50,,2016,1,-14.6879
006207 復華滬深,,2016,1,-18.1331
006208 富邦台50,,2016,1,-3.2008
00631L 元大台灣50正2,,2016,1,-3.5616
00632R 元大台灣50反1,,2016,1,0.5023
00633L 富邦上証正2,,2016,1,-25.6981
00634R 富邦上証反1,,2016,1,13.2224
00635U 期元大S&P黃金,,2016,1,4.6708
00636 國泰中國A50,,2016,1,-13.4658
00637L 元大滬深300 正2,,2016,1,-25.2102
00638R 元大滬深300 反1,,2016,1,14.1504
00639 富邦深100,,2016,1,-19.5851
00640L 富邦日本正2,,2016,1,-12.5835
00641R 富邦日本反1,,2016,1,4.1273
00642U 期元大S&P石油,,2016,1,-4.1996
00643 群益深証中小,,2016,1,-23.16
00645 富邦日本,,2016,1,-6.7408
00646 元大S&P500,,2016,1,-3.8885
00647L 元大S&P500正2,,2016,1,-10.8027
00648R 元大S&P500反1,,2016,1,7.4448
00650L 復華香港正2,,2016,1,6.7261
00651R 復華香港反1,,2016,1,-2.9723
0050 元大台灣50,,2016,2,2.8546
0051 元大中型100,,2016,2,1.695
0052 富邦科技,,2016,2,5.0857
0053 元大電子,,2016,2,3.1314
0055 元大MSCI金融,,2016,2,0.4108
0056 元大高股息,,2016,2,4.3619
0057 富邦摩台,,2016,2,3.3669
0061 元大寶滬深,,2016,2,-2.2164
006203 元大MSCI台灣,,2016,2,4.1186
006204 永豐臺灣加權,,2016,2,4.1928
006205 富邦上証,,2016,2,-2.7578
006206 元大上證50,,2016,2,-3.6582
006207 復華滬深,,2016,2,-1.564
006208 富邦台50,,2016,2,3.7233
00631L 元大台灣50正2,,2016,2,6.0591
00632R 元大台灣50反1,,2016,2,-2.7488
00633L 富邦上証正2,,2016,2,-4.5939
00634R 富邦上証反1,,2016,2,2.0761
00635U 期元大S&P黃金,,2016,2,11.1289
00636 國泰中國A50,,2016,2,-3.1887
00637L 元大滬深300 正2,,2016,2,-4.4943
00638R 元大滬深300 反1,,2016,2,0.6913
00639 富邦深100,,2016,2,-0.7224
00640L 富邦日本正2,,2016,2,-23.8823
00641R 富邦日本反1,,2016,2,9.5834
00642U 期元大S&P石油,,2016,2,-4.0027
00643 群益深証中小,,2016,2,-1.4736
00645 富邦日本,,2016,2,-9.4565
00646 元大S&P500,,2016,2,-0.363
00647L 元大S&P500正2,,2016,2,1.2222
00648R 元大S&P500反1,,2016,2,-1.4045
00650L 復華香港正2,,2016,2,-5.4019
00651R 復華香港反1,,2016,2,2.1785
0050 元大台灣50,,2016,3,5.551
0051 元大中型100,,2016,3,1.4226
0052 富邦科技,,2016,3,4.7886
0053 元大電子,,2016,3,5.1235
0055 元大MSCI金融,,2016,3,4.3372
0056 元大高股息,,2016,3,-0.2669
0057 富邦摩台,,2016,3,4.9119
0061 元大寶滬深,,2016,3,11
006203 元大MSCI台灣,,2016,3,4.4068
006204 永豐臺灣加權,,2016,3,3.928
006205 富邦上証,,2016,3,8.2749
006206 元大上證50,,2016,3,8.956
006207 復華滬深,,2016,3,7.2784
006208 富邦台50,,2016,3,4.6811
00631L 元大台灣50正2,,2016,3,10.1195
00632R 元大台灣50反1,,2016,3,-4.5224
00633L 富邦上証正2,,2016,3,20.5729
00634R 富邦上証反1,,2016,3,-12.7118
00635U 期元大S&P黃金,,2016,3,-1.9355
00636 國泰中國A50,,2016,3,7.8391
00637L 元大滬深300 正2,,2016,3,20.3208
00638R 元大滬深300 反1,,2016,3,-13.1349
00639 富邦深100,,2016,3,6.8606
00640L 富邦日本正2,,2016,3,8.9541
00641R 富邦日本反1,,2016,3,-5.1739
00642U 期元大S&P石油,,2016,3,5.8902
00643 群益深証中小,,2016,3,10.4011
00645 富邦日本,,2016,3,4.1416
00646 元大S&P500,,2016,3,2.6027
00647L 元大S&P500正2,,2016,3,9.2207
00648R 元大S&P500反1,,2016,3,-7.0276
00650L 復華香港正2,,2016,3,16.9954
00651R 復華香港反1,,2016,3,-8.8609
00652 富邦印度,,2016,3,2.4628
00653L 富邦印度正2,,2016,3,4.0596
00654R 富邦印度反1,,2016,3,-1.5485
00655L 國泰中國A50正2,,2016,3,1.8147
00656R 國泰中國A50反1,,2016,3,-1.7381
0050 元大台灣50,,2016,4,-4.7177
0051 元大中型100,,2016,4,-3.447
0052 富邦科技,,2016,4,-5.9554
0053 元大電子,,2016,4,-6.137
0055 元大MSCI金融,,2016,4,-2.6667
0056 元大高股息,,2016,4,-3.7003
0057 富邦摩台,,2016,4,-5.7083
0061 元大寶滬深,,2016,4,-3.6036
006203 元大MSCI台灣,,2016,4,-4.1544
006204 永豐臺灣加權,,2016,4,-3.7561
006205 富邦上証,,2016,4,-2.4758
006206 元大上證50,,2016,4,-1.5908
006207 復華滬深,,2016,4,-2.9624
006208 富邦台50,,2016,4,-3.4021
00631L 元大台灣50正2,,2016,4,-8.8932
00632R 元大台灣50反1,,2016,4,3.9289
00633L 富邦上証正2,,2016,4,-1.5511
00634R 富邦上証反1,,2016,4,0.874
00635U 期元大S&P黃金,,2016,4,3.6507
00636 國泰中國A50,,2016,4,-1.2828
00637L 元大滬深300 正2,,2016,4,-1.6
00638R 元大滬深300 反1,,2016,4,1.6859
00639 富邦深100,,2016,4,-3.5995
00640L 富邦日本正2,,2016,4,-8.021
00641R 富邦日本反1,,2016,4,3.9112
00642U 期元大S&P石油,,2016,4,13.7501
00643 群益深証中小,,2016,4,-5.2342
00645 富邦日本,,2016,4,-3.9769
00646 元大S&P500,,2016,4,0.9637
00647L 元大S&P500正2,,2016,4,1.5577
00648R 元大S&P500反1,,2016,4,-0.9702
00650L 復華香港正2,,2016,4,2.4984
00651R 復華香港反1,,2016,4,-1.9006
00652 富邦印度,,2016,4,0.601
00653L 富邦印度正2,,2016,4,1.3334
00654R 富邦印度反1,,2016,4,-0.9642
00655L 國泰中國A50正2,,2016,4,-1.7339
00656R 國泰中國A50反1,,2016,4,0.4161
0050 元大台灣50,,2016,5,2.5162
0051 元大中型100,,2016,5,0.1247
0052 富邦科技,,2016,5,4.3144
0053 元大電子,,2016,5,3.2308
0055 元大MSCI金融,,2016,5,1.9338
0056 元大高股息,,2016,5,1.6205
0057 富邦摩台,,2016,5,1.9383
0061 元大寶滬深,,2016,5,0.2494
006203 元大MSCI台灣,,2016,5,1.4217
006204 永豐臺灣加權,,2016,5,1.7828
006205 富邦上証,,2016,5,0.4414
006206 元大上證50,,2016,5,0.0384
006207 復華滬深,,2016,5,0.5417
006208 富邦台50,,2016,5,1.9598
00631L 元大台灣50正2,,2016,5,4.3927
00632R 元大台灣50反1,,2016,5,-2.5376
00633L 富邦上証正2,,2016,5,2.0785
00634R 富邦上証反1,,2016,5,-0.7699
00635U 期元大S&P黃金,,2016,5,-4.5215
00636 國泰中國A50,,2016,5,-1.9184
00637L 元大滬深300 正2,,2016,5,2.2584
00638R 元大滬深300 反1,,2016,5,-0.1556
00639 富邦深100,,2016,5,0.0002
00640L 富邦日本正2,,2016,5,9.3636
00641R 富邦日本反1,,2016,5,-5.8552
00642U 期元大S&P石油,,2016,5,5.7143
00643 群益深証中小,,2016,5,-0.9097
00645 富邦日本,,2016,5,5.342
00646 元大S&P500,,2016,5,2.211
00647L 元大S&P500正2,,2016,5,3.513
00648R 元大S&P500反1,,2016,5,-1.4442
00650L 復華香港正2,,2016,5,-0.6801
00651R 復華香港反1,,2016,5,-0.1489
00652 富邦印度,,2016,5,2.6879
00653L 富邦印度正2,,2016,5,6.6762
00654R 富邦印度反1,,2016,5,-3.4323
00655L 國泰中國A50正2,,2016,5,2.4022
00656R 國泰中國A50反1,,2016,5,-1.1916
00657 國泰日經225,,2016,5,6.0453
0050 元大台灣50,,2016,6,3.6423
0051 元大中型100,,2016,6,2.2803
0052 富邦科技,,2016,6,5.1418
0053 元大電子,,2016,6,4.7693
0055 元大MSCI金融,,2016,6,-0.0789
0056 元大高股息,,2016,6,2.961
0057 富邦摩台,,2016,6,3.2038
0061 元大寶滬深,,2016,6,-0.4972
006203 元大MSCI台灣,,2016,6,4.1369
006204 永豐臺灣加權,,2016,6,1.9645
006205 富邦上証,,2016,6,-2.5641
006206 元大上證50,,2016,6,-1.9241
006207 復華滬深,,2016,6,-1.5671
006208 富邦台50,,2016,6,3.0085
00631L 元大台灣50正2,,2016,6,5.3508
00632R 元大台灣50反1,,2016,6,-2.71
00633L 富邦上証正2,,2016,6,-2.7259
00634R 富邦上証反1,,2016,6,-0.0968
00635U 期元大S&P黃金,,2016,6,7.9759
00636 國泰中國A50,,2016,6,-1.7668
00637L 元大滬深300 正2,,2016,6,-2.5618
